pair;ProtA;ProtB;Reactome;Corum;database;inComplex
P32969-P42766;P32969;P42766;TRUE;TRUE;both;yes
P32969-P46776;P32969;P46776;TRUE;TRUE;both;yes
P32969-P46777;P32969;P46777;TRUE;TRUE;both;yes
P32969-P46778;P32969;P46778;TRUE;TRUE;both;yes
P32969-P46779;P32969;P46779;TRUE;TRUE;both;yes
P32969-P46781;P32969;P46781;TRUE;TRUE;both;yes
P32969-P46782;P32969;P46782;TRUE;TRUE;both;yes
P32969-P46783;P32969;P46783;TRUE;TRUE;both;yes
P32969-P47914;P32969;P47914;TRUE;TRUE;both;yes
P32969-P49207;P32969;P49207;TRUE;TRUE;both;yes
P32969-P50914;P32969;P50914;TRUE;TRUE;both;yes
P32969-P60866;P32969;P60866;TRUE;TRUE;both;yes
P32969-P61247;P32969;P61247;TRUE;TRUE;both;yes
P32969-P61254;P32969;P61254;TRUE;TRUE;both;yes
P32969-P61313;P32969;P61313;TRUE;TRUE;both;yes
P32969-P61353;P32969;P61353;TRUE;TRUE;both;yes
P32969-P61513;P32969;P61513;TRUE;TRUE;both;yes
P32969-P62081;P32969;P62081;TRUE;TRUE;both;yes
P32969-P62241;P32969;P62241;TRUE;TRUE;both;yes
P32969-P62244;P32969;P62244;TRUE;TRUE;both;yes
P32969-P62249;P32969;P62249;TRUE;TRUE;both;yes
P32969-P62263;P32969;P62263;TRUE;TRUE;both;yes
P32969-P62266;P32969;P62266;TRUE;TRUE;both;yes
P32969-P62269;P32969;P62269;TRUE;TRUE;both;yes
P32969-P62273;P32969;P62273;TRUE;TRUE;both;yes
P32969-P62277;P32969;P62277;TRUE;TRUE;both;yes
P32969-P62280;P32969;P62280;TRUE;TRUE;both;yes
P32969-P62424;P32969;P62424;TRUE;TRUE;both;yes
P32969-P62701;P32969;P62701;TRUE;TRUE;both;yes
P32969-P62750;P32969;P62750;TRUE;TRUE;both;yes
P32969-P62753;P32969;P62753;TRUE;TRUE;both;yes
P32969-P62829;P32969;P62829;TRUE;TRUE;both;yes
P32969-P62841;P32969;P62841;TRUE;TRUE;both;yes
P32969-P62847;P32969;P62847;TRUE;TRUE;both;yes
P32969-P62851;P32969;P62851;TRUE;TRUE;both;yes
P32969-P62857;P32969;P62857;TRUE;TRUE;both;yes
P32969-P62861;P32969;P62861;TRUE;TRUE;both;yes
P32969-P62888;P32969;P62888;TRUE;TRUE;both;yes
P32969-P62899;P32969;P62899;TRUE;TRUE;both;yes
P32969-P62906;P32969;P62906;TRUE;TRUE;both;yes
P32969-P62910;P32969;P62910;TRUE;TRUE;both;yes
P32969-P62913;P32969;P62913;TRUE;TRUE;both;yes
P32969-P62917;P32969;P62917;TRUE;TRUE;both;yes
P32969-P63173;P32969;P63173;TRUE;TRUE;both;yes
P32969-P63220;P32969;P63220;TRUE;TRUE;both;yes
P32969-P83731;P32969;P83731;TRUE;TRUE;both;yes
P32969-P84098;P32969;P84098;TRUE;TRUE;both;yes
P32969-Q02543;P32969;Q02543;TRUE;TRUE;both;yes
P32969-Q02878;P32969;Q02878;TRUE;TRUE;both;yes
P32969-Q07020;P32969;Q07020;TRUE;TRUE;both;yes
P32969-Q9Y3U8;P32969;Q9Y3U8;TRUE;TRUE;both;yes
P35268-P36578;P35268;P36578;TRUE;TRUE;both;yes
P35268-P39019;P35268;P39019;TRUE;TRUE;both;yes
P35268-P39023;P35268;P39023;TRUE;TRUE;both;yes
P35268-P40429;P35268;P40429;TRUE;TRUE;both;yes
P35268-P42677;P35268;P42677;TRUE;TRUE;both;yes
P35268-P42766;P35268;P42766;TRUE;TRUE;both;yes
P35268-P46776;P35268;P46776;TRUE;TRUE;both;yes
P35268-P46777;P35268;P46777;TRUE;TRUE;both;yes
P35268-P46778;P35268;P46778;TRUE;TRUE;both;yes
P35268-P46779;P35268;P46779;TRUE;TRUE;both;yes
P35268-P46781;P35268;P46781;TRUE;TRUE;both;yes
P35268-P46782;P35268;P46782;TRUE;TRUE;both;yes
P35268-P46783;P35268;P46783;TRUE;TRUE;both;yes
P35268-P47914;P35268;P47914;TRUE;TRUE;both;yes
P35268-P49207;P35268;P49207;TRUE;TRUE;both;yes
P35268-P50914;P35268;P50914;TRUE;TRUE;both;yes
P35268-P60866;P35268;P60866;TRUE;TRUE;both;yes
P35268-P61247;P35268;P61247;TRUE;TRUE;both;yes
P35268-P61254;P35268;P61254;TRUE;TRUE;both;yes
P35268-P61313;P35268;P61313;TRUE;TRUE;both;yes
P35268-P61353;P35268;P61353;TRUE;TRUE;both;yes
P35268-P61513;P35268;P61513;TRUE;TRUE;both;yes
P35268-P62081;P35268;P62081;TRUE;TRUE;both;yes
P35268-P62241;P35268;P62241;TRUE;TRUE;both;yes
P35268-P62244;P35268;P62244;TRUE;TRUE;both;yes
P35268-P62249;P35268;P62249;TRUE;TRUE;both;yes
P35268-P62263;P35268;P62263;TRUE;TRUE;both;yes
P35268-P62266;P35268;P62266;TRUE;TRUE;both;yes
P35268-P62269;P35268;P62269;TRUE;TRUE;both;yes
P35268-P62273;P35268;P62273;TRUE;TRUE;both;yes
P35268-P62277;P35268;P62277;TRUE;TRUE;both;yes
P35268-P62280;P35268;P62280;TRUE;TRUE;both;yes
P35268-P62424;P35268;P62424;TRUE;TRUE;both;yes
P35268-P62701;P35268;P62701;TRUE;TRUE;both;yes
P35268-P62750;P35268;P62750;TRUE;TRUE;both;yes
P35268-P62753;P35268;P62753;TRUE;TRUE;both;yes
P35268-P62829;P35268;P62829;TRUE;TRUE;both;yes
P35268-P62841;P35268;P62841;TRUE;TRUE;both;yes
P35268-P62847;P35268;P62847;TRUE;TRUE;both;yes
P35268-P62851;P35268;P62851;TRUE;TRUE;both;yes
P35268-P62857;P35268;P62857;TRUE;TRUE;both;yes
P35268-P62861;P35268;P62861;TRUE;TRUE;both;yes
P35268-P62888;P35268;P62888;TRUE;TRUE;both;yes
P35268-P62899;P35268;P62899;TRUE;TRUE;both;yes
P35268-P62906;P35268;P62906;TRUE;TRUE;both;yes
P35268-P62910;P35268;P62910;TRUE;TRUE;both;yes
P35268-P62913;P35268;P62913;TRUE;TRUE;both;yes
P35268-P62917;P35268;P62917;TRUE;TRUE;both;yes
P35268-P63173;P35268;P63173;TRUE;TRUE;both;yes
P35268-P63220;P35268;P63220;TRUE;TRUE;both;yes
P35268-P83731;P35268;P83731;TRUE;TRUE;both;yes
P35268-P84098;P35268;P84098;TRUE;TRUE;both;yes
P35268-Q02543;P35268;Q02543;TRUE;TRUE;both;yes
P35268-Q02878;P35268;Q02878;TRUE;TRUE;both;yes
P35268-Q07020;P35268;Q07020;TRUE;TRUE;both;yes
P35268-Q9Y3U8;P35268;Q9Y3U8;TRUE;TRUE;both;yes
P36578-P39019;P36578;P39019;TRUE;TRUE;both;yes
P36578-P39023;P36578;P39023;TRUE;TRUE;both;yes
P36578-P40429;P36578;P40429;TRUE;TRUE;both;yes
P36578-P42677;P36578;P42677;TRUE;TRUE;both;yes
P36578-P42766;P36578;P42766;TRUE;TRUE;both;yes
P36578-P46776;P36578;P46776;TRUE;TRUE;both;yes
P36578-P46777;P36578;P46777;TRUE;TRUE;both;yes
P36578-P46778;P36578;P46778;TRUE;TRUE;both;yes
P36578-P46779;P36578;P46779;TRUE;TRUE;both;yes
P36578-P46781;P36578;P46781;TRUE;TRUE;both;yes
P36578-P46782;P36578;P46782;TRUE;TRUE;both;yes
P36578-P46783;P36578;P46783;TRUE;TRUE;both;yes
P36578-P47914;P36578;P47914;TRUE;TRUE;both;yes
P36578-P49207;P36578;P49207;TRUE;TRUE;both;yes
P36578-P50914;P36578;P50914;TRUE;TRUE;both;yes
P36578-P60866;P36578;P60866;TRUE;TRUE;both;yes
P36578-P61247;P36578;P61247;TRUE;TRUE;both;yes
P36578-P61254;P36578;P61254;TRUE;TRUE;both;yes
P36578-P61313;P36578;P61313;TRUE;TRUE;both;yes
P36578-P61353;P36578;P61353;TRUE;TRUE;both;yes
P36578-P61513;P36578;P61513;TRUE;TRUE;both;yes
P36578-P62081;P36578;P62081;TRUE;TRUE;both;yes
P36578-P62241;P36578;P62241;TRUE;TRUE;both;yes
P36578-P62244;P36578;P62244;TRUE;TRUE;both;yes
P36578-P62249;P36578;P62249;TRUE;TRUE;both;yes
P36578-P62263;P36578;P62263;TRUE;TRUE;both;yes
P36578-P62266;P36578;P62266;TRUE;TRUE;both;yes
P36578-P62269;P36578;P62269;TRUE;TRUE;both;yes
P36578-P62273;P36578;P62273;TRUE;TRUE;both;yes
P36578-P62277;P36578;P62277;TRUE;TRUE;both;yes
P36578-P62280;P36578;P62280;TRUE;TRUE;both;yes
P36578-P62424;P36578;P62424;TRUE;TRUE;both;yes
P36578-P62701;P36578;P62701;TRUE;TRUE;both;yes
P36578-P62750;P36578;P62750;TRUE;TRUE;both;yes
P36578-P62753;P36578;P62753;TRUE;TRUE;both;yes
P36578-P62829;P36578;P62829;TRUE;TRUE;both;yes
P36578-P62841;P36578;P62841;TRUE;TRUE;both;yes
P36578-P62847;P36578;P62847;TRUE;TRUE;both;yes
P36578-P62851;P36578;P62851;TRUE;TRUE;both;yes
P36578-P62857;P36578;P62857;TRUE;TRUE;both;yes
P36578-P62861;P36578;P62861;TRUE;TRUE;both;yes
P36578-P62888;P36578;P62888;TRUE;TRUE;both;yes
P36578-P62899;P36578;P62899;TRUE;TRUE;both;yes
P36578-P62906;P36578;P62906;TRUE;TRUE;both;yes
P36578-P62910;P36578;P62910;TRUE;TRUE;both;yes
P36578-P62913;P36578;P62913;TRUE;TRUE;both;yes
P36578-P62917;P36578;P62917;TRUE;TRUE;both;yes
P36578-P63173;P36578;P63173;TRUE;TRUE;both;yes
P36578-P63220;P36578;P63220;TRUE;TRUE;both;yes
P36578-P83731;P36578;P83731;TRUE;TRUE;both;yes
P36578-P84098;P36578;P84098;TRUE;TRUE;both;yes
P36578-Q02543;P36578;Q02543;TRUE;TRUE;both;yes
P36578-Q02878;P36578;Q02878;TRUE;TRUE;both;yes
P36578-Q07020;P36578;Q07020;TRUE;TRUE;both;yes
P36578-Q9Y3U8;P36578;Q9Y3U8;TRUE;TRUE;both;yes
P39019-P39023;P39019;P39023;TRUE;TRUE;both;yes
P39019-P40429;P39019;P40429;TRUE;TRUE;both;yes
P39019-P42677;P39019;P42677;TRUE;TRUE;both;yes
P39019-P42766;P39019;P42766;TRUE;TRUE;both;yes
P39019-P46776;P39019;P46776;TRUE;TRUE;both;yes
P39019-P46777;P39019;P46777;TRUE;TRUE;both;yes
P39019-P46778;P39019;P46778;TRUE;TRUE;both;yes
P39019-P46779;P39019;P46779;TRUE;TRUE;both;yes
P39019-P46781;P39019;P46781;TRUE;TRUE;both;yes
P39019-P46782;P39019;P46782;TRUE;TRUE;both;yes
P39019-P46783;P39019;P46783;TRUE;TRUE;both;yes
P39019-P47914;P39019;P47914;TRUE;TRUE;both;yes
P39019-P49207;P39019;P49207;TRUE;TRUE;both;yes
P39019-P50914;P39019;P50914;TRUE;TRUE;both;yes
P39019-P60866;P39019;P60866;TRUE;TRUE;both;yes
P39019-P61247;P39019;P61247;TRUE;TRUE;both;yes
P39019-P61254;P39019;P61254;TRUE;TRUE;both;yes
P39019-P61313;P39019;P61313;TRUE;TRUE;both;yes
P39019-P61353;P39019;P61353;TRUE;TRUE;both;yes
P39019-P61513;P39019;P61513;TRUE;TRUE;both;yes
P39019-P62081;P39019;P62081;TRUE;TRUE;both;yes
P39019-P62241;P39019;P62241;TRUE;TRUE;both;yes
P39019-P62244;P39019;P62244;TRUE;TRUE;both;yes
P39019-P62249;P39019;P62249;TRUE;TRUE;both;yes
P39019-P62263;P39019;P62263;TRUE;TRUE;both;yes
P39019-P62266;P39019;P62266;TRUE;TRUE;both;yes
P39019-P62269;P39019;P62269;TRUE;TRUE;both;yes
P39019-P62273;P39019;P62273;TRUE;TRUE;both;yes
P39019-P62277;P39019;P62277;TRUE;TRUE;both;yes
P39019-P62280;P39019;P62280;TRUE;TRUE;both;yes
P39019-P62424;P39019;P62424;TRUE;TRUE;both;yes
P39019-P62701;P39019;P62701;TRUE;TRUE;both;yes
P39019-P62750;P39019;P62750;TRUE;TRUE;both;yes
P39019-P62753;P39019;P62753;TRUE;TRUE;both;yes
P39019-P62829;P39019;P62829;TRUE;TRUE;both;yes
P39019-P62841;P39019;P62841;TRUE;TRUE;both;yes
P39019-P62847;P39019;P62847;TRUE;TRUE;both;yes
P39019-P62851;P39019;P62851;TRUE;TRUE;both;yes
P39019-P62857;P39019;P62857;TRUE;TRUE;both;yes
P39019-P62861;P39019;P62861;TRUE;TRUE;both;yes
P39019-P62888;P39019;P62888;TRUE;TRUE;both;yes
P39019-P62899;P39019;P62899;TRUE;TRUE;both;yes
P39019-P62906;P39019;P62906;TRUE;TRUE;both;yes
P39019-P62910;P39019;P62910;TRUE;TRUE;both;yes
P39019-P62913;P39019;P62913;TRUE;TRUE;both;yes
P39019-P62917;P39019;P62917;TRUE;TRUE;both;yes
P39019-P63173;P39019;P63173;TRUE;TRUE;both;yes
P39019-P63220;P39019;P63220;TRUE;TRUE;both;yes
P39019-P83731;P39019;P83731;TRUE;TRUE;both;yes
P39019-P84098;P39019;P84098;TRUE;TRUE;both;yes
P39019-Q02543;P39019;Q02543;TRUE;TRUE;both;yes
P39019-Q02878;P39019;Q02878;TRUE;TRUE;both;yes
P39019-Q07020;P39019;Q07020;TRUE;TRUE;both;yes
P39019-Q9Y3U8;P39019;Q9Y3U8;TRUE;TRUE;both;yes
P39023-P40429;P39023;P40429;TRUE;TRUE;both;yes
P39023-P42677;P39023;P42677;TRUE;TRUE;both;yes
P39023-P42766;P39023;P42766;TRUE;TRUE;both;yes
P39023-P46776;P39023;P46776;TRUE;TRUE;both;yes
P39023-P46777;P39023;P46777;TRUE;TRUE;both;yes
P39023-P46778;P39023;P46778;TRUE;TRUE;both;yes
P39023-P46779;P39023;P46779;TRUE;TRUE;both;yes
P39023-P46781;P39023;P46781;TRUE;TRUE;both;yes
P39023-P46782;P39023;P46782;TRUE;TRUE;both;yes
P39023-P46783;P39023;P46783;TRUE;TRUE;both;yes
P39023-P47914;P39023;P47914;TRUE;TRUE;both;yes
P39023-P49207;P39023;P49207;TRUE;TRUE;both;yes
P39023-P50914;P39023;P50914;TRUE;TRUE;both;yes
P39023-P60866;P39023;P60866;TRUE;TRUE;both;yes
P39023-P61247;P39023;P61247;TRUE;TRUE;both;yes
P39023-P61254;P39023;P61254;TRUE;TRUE;both;yes
P39023-P61313;P39023;P61313;TRUE;TRUE;both;yes
P39023-P61353;P39023;P61353;TRUE;TRUE;both;yes
P39023-P61513;P39023;P61513;TRUE;TRUE;both;yes
P39023-P62081;P39023;P62081;TRUE;TRUE;both;yes
P39023-P62241;P39023;P62241;TRUE;TRUE;both;yes
P39023-P62244;P39023;P62244;TRUE;TRUE;both;yes
P39023-P62249;P39023;P62249;TRUE;TRUE;both;yes
P39023-P62263;P39023;P62263;TRUE;TRUE;both;yes
P39023-P62266;P39023;P62266;TRUE;TRUE;both;yes
P39023-P62269;P39023;P62269;TRUE;TRUE;both;yes
P39023-P62273;P39023;P62273;TRUE;TRUE;both;yes
P39023-P62277;P39023;P62277;TRUE;TRUE;both;yes
P39023-P62280;P39023;P62280;TRUE;TRUE;both;yes
P39023-P62424;P39023;P62424;TRUE;TRUE;both;yes
P39023-P62701;P39023;P62701;TRUE;TRUE;both;yes
P39023-P62750;P39023;P62750;TRUE;TRUE;both;yes
P39023-P62753;P39023;P62753;TRUE;TRUE;both;yes
P39023-P62829;P39023;P62829;TRUE;TRUE;both;yes
P39023-P62841;P39023;P62841;TRUE;TRUE;both;yes
P39023-P62847;P39023;P62847;TRUE;TRUE;both;yes
P39023-P62851;P39023;P62851;TRUE;TRUE;both;yes
P39023-P62857;P39023;P62857;TRUE;TRUE;both;yes
P39023-P62861;P39023;P62861;TRUE;TRUE;both;yes
P39023-P62888;P39023;P62888;TRUE;TRUE;both;yes
P39023-P62899;P39023;P62899;TRUE;TRUE;both;yes
P39023-P62906;P39023;P62906;TRUE;TRUE;both;yes
P39023-P62910;P39023;P62910;TRUE;TRUE;both;yes
P39023-P62913;P39023;P62913;TRUE;TRUE;both;yes
P39023-P62917;P39023;P62917;TRUE;TRUE;both;yes
P39023-P63173;P39023;P63173;TRUE;TRUE;both;yes
P39023-P63220;P39023;P63220;TRUE;TRUE;both;yes
P39023-P83731;P39023;P83731;TRUE;TRUE;both;yes
P39023-P84098;P39023;P84098;TRUE;TRUE;both;yes
P39023-Q02543;P39023;Q02543;TRUE;TRUE;both;yes
P39023-Q02878;P39023;Q02878;TRUE;TRUE;both;yes
P39023-Q07020;P39023;Q07020;TRUE;TRUE;both;yes
P39023-Q9Y3U8;P39023;Q9Y3U8;TRUE;TRUE;both;yes
P40429-P42677;P40429;P42677;TRUE;TRUE;both;yes
P40429-P42766;P40429;P42766;TRUE;TRUE;both;yes
P40429-P46776;P40429;P46776;TRUE;TRUE;both;yes
P40429-P46777;P40429;P46777;TRUE;TRUE;both;yes
P40429-P46778;P40429;P46778;TRUE;TRUE;both;yes
P40429-P46779;P40429;P46779;TRUE;TRUE;both;yes
P40429-P46781;P40429;P46781;TRUE;TRUE;both;yes
P40429-P46782;P40429;P46782;TRUE;TRUE;both;yes
P40429-P46783;P40429;P46783;TRUE;TRUE;both;yes
P40429-P47914;P40429;P47914;TRUE;TRUE;both;yes
P40429-P49207;P40429;P49207;TRUE;TRUE;both;yes
P40429-P50914;P40429;P50914;TRUE;TRUE;both;yes
P40429-P60866;P40429;P60866;TRUE;TRUE;both;yes
P40429-P61247;P40429;P61247;TRUE;TRUE;both;yes
P40429-P61254;P40429;P61254;TRUE;TRUE;both;yes
P40429-P61313;P40429;P61313;TRUE;TRUE;both;yes
P40429-P61353;P40429;P61353;TRUE;TRUE;both;yes
P40429-P61513;P40429;P61513;TRUE;TRUE;both;yes
P40429-P62081;P40429;P62081;TRUE;TRUE;both;yes
P40429-P62241;P40429;P62241;TRUE;TRUE;both;yes
P40429-P62244;P40429;P62244;TRUE;TRUE;both;yes
P40429-P62249;P40429;P62249;TRUE;TRUE;both;yes
P40429-P62263;P40429;P62263;TRUE;TRUE;both;yes
P40429-P62266;P40429;P62266;TRUE;TRUE;both;yes
P40429-P62269;P40429;P62269;TRUE;TRUE;both;yes
P40429-P62273;P40429;P62273;TRUE;TRUE;both;yes
P40429-P62277;P40429;P62277;TRUE;TRUE;both;yes
P40429-P62280;P40429;P62280;TRUE;TRUE;both;yes
P40429-P62424;P40429;P62424;TRUE;TRUE;both;yes
P40429-P62701;P40429;P62701;TRUE;TRUE;both;yes
P40429-P62750;P40429;P62750;TRUE;TRUE;both;yes
P40429-P62753;P40429;P62753;TRUE;TRUE;both;yes
P40429-P62829;P40429;P62829;TRUE;TRUE;both;yes
P40429-P62841;P40429;P62841;TRUE;TRUE;both;yes
P40429-P62847;P40429;P62847;TRUE;TRUE;both;yes
P40429-P62851;P40429;P62851;TRUE;TRUE;both;yes
P40429-P62857;P40429;P62857;TRUE;TRUE;both;yes
P40429-P62861;P40429;P62861;TRUE;TRUE;both;yes
P40429-P62888;P40429;P62888;TRUE;TRUE;both;yes
P40429-P62899;P40429;P62899;TRUE;TRUE;both;yes
P40429-P62906;P40429;P62906;TRUE;TRUE;both;yes
P40429-P62910;P40429;P62910;TRUE;TRUE;both;yes
P40429-P62913;P40429;P62913;TRUE;TRUE;both;yes
P40429-P62917;P40429;P62917;TRUE;TRUE;both;yes
P40429-P63173;P40429;P63173;TRUE;TRUE;both;yes
P40429-P63220;P40429;P63220;TRUE;TRUE;both;yes
P40429-P83731;P40429;P83731;TRUE;TRUE;both;yes
P40429-P84098;P40429;P84098;TRUE;TRUE;both;yes
P40429-Q02543;P40429;Q02543;TRUE;TRUE;both;yes
P40429-Q02878;P40429;Q02878;TRUE;TRUE;both;yes
P40429-Q07020;P40429;Q07020;TRUE;TRUE;both;yes
P40429-Q9Y3U8;P40429;Q9Y3U8;TRUE;TRUE;both;yes
P42677-P42766;P42677;P42766;TRUE;TRUE;both;yes
P42677-P46776;P42677;P46776;TRUE;TRUE;both;yes
P42677-P46777;P42677;P46777;TRUE;TRUE;both;yes
P42677-P46778;P42677;P46778;TRUE;TRUE;both;yes
P42677-P46779;P42677;P46779;TRUE;TRUE;both;yes
P42677-P46781;P42677;P46781;TRUE;TRUE;both;yes
P42677-P46782;P42677;P46782;TRUE;TRUE;both;yes
P42677-P46783;P42677;P46783;TRUE;TRUE;both;yes
P42677-P47914;P42677;P47914;TRUE;TRUE;both;yes
P42677-P49207;P42677;P49207;TRUE;TRUE;both;yes
P42677-P50914;P42677;P50914;TRUE;TRUE;both;yes
P42677-P60866;P42677;P60866;TRUE;TRUE;both;yes
P42677-P61247;P42677;P61247;TRUE;TRUE;both;yes
P42677-P61254;P42677;P61254;TRUE;TRUE;both;yes
P42677-P61313;P42677;P61313;TRUE;TRUE;both;yes
P42677-P61353;P42677;P61353;TRUE;TRUE;both;yes
P42677-P61513;P42677;P61513;TRUE;TRUE;both;yes
P42677-P62081;P42677;P62081;TRUE;TRUE;both;yes
P42677-P62241;P42677;P62241;TRUE;TRUE;both;yes
P42677-P62244;P42677;P62244;TRUE;TRUE;both;yes
P42677-P62249;P42677;P62249;TRUE;TRUE;both;yes
P42677-P62263;P42677;P62263;TRUE;TRUE;both;yes
P42677-P62266;P42677;P62266;TRUE;TRUE;both;yes
P42677-P62269;P42677;P62269;TRUE;TRUE;both;yes
P42677-P62273;P42677;P62273;TRUE;TRUE;both;yes
P42677-P62277;P42677;P62277;TRUE;TRUE;both;yes
P42677-P62280;P42677;P62280;TRUE;TRUE;both;yes
P42677-P62424;P42677;P62424;TRUE;TRUE;both;yes
P42677-P62701;P42677;P62701;TRUE;TRUE;both;yes
P42677-P62750;P42677;P62750;TRUE;TRUE;both;yes
P42677-P62753;P42677;P62753;TRUE;TRUE;both;yes
P42677-P62829;P42677;P62829;TRUE;TRUE;both;yes
P42677-P62841;P42677;P62841;TRUE;TRUE;both;yes
P42677-P62847;P42677;P62847;TRUE;TRUE;both;yes
P42677-P62851;P42677;P62851;TRUE;TRUE;both;yes
P42677-P62857;P42677;P62857;TRUE;TRUE;both;yes
P42677-P62861;P42677;P62861;TRUE;TRUE;both;yes
P42677-P62888;P42677;P62888;TRUE;TRUE;both;yes
P42677-P62899;P42677;P62899;TRUE;TRUE;both;yes
P42677-P62906;P42677;P62906;TRUE;TRUE;both;yes
P42677-P62910;P42677;P62910;TRUE;TRUE;both;yes
P42677-P62913;P42677;P62913;TRUE;TRUE;both;yes
P42677-P62917;P42677;P62917;TRUE;TRUE;both;yes
P42677-P63173;P42677;P63173;TRUE;TRUE;both;yes
P42677-P63220;P42677;P63220;TRUE;TRUE;both;yes
P42677-P83731;P42677;P83731;TRUE;TRUE;both;yes
P42677-P84098;P42677;P84098;TRUE;TRUE;both;yes
P42677-Q02543;P42677;Q02543;TRUE;TRUE;both;yes
P42677-Q02878;P42677;Q02878;TRUE;TRUE;both;yes
P42677-Q07020;P42677;Q07020;TRUE;TRUE;both;yes
P42677-Q9Y3U8;P42677;Q9Y3U8;TRUE;TRUE;both;yes
P42766-P46776;P42766;P46776;TRUE;TRUE;both;yes
P42766-P46777;P42766;P46777;TRUE;TRUE;both;yes
P42766-P46778;P42766;P46778;TRUE;TRUE;both;yes
P42766-P46779;P42766;P46779;TRUE;TRUE;both;yes
P42766-P46781;P42766;P46781;TRUE;TRUE;both;yes
P42766-P46782;P42766;P46782;TRUE;TRUE;both;yes
P42766-P46783;P42766;P46783;TRUE;TRUE;both;yes
P42766-P47914;P42766;P47914;TRUE;TRUE;both;yes
P42766-P49207;P42766;P49207;TRUE;TRUE;both;yes
P42766-P50914;P42766;P50914;TRUE;TRUE;both;yes
P42766-P60866;P42766;P60866;TRUE;TRUE;both;yes
P42766-P61247;P42766;P61247;TRUE;TRUE;both;yes
P42766-P61254;P42766;P61254;TRUE;TRUE;both;yes
P42766-P61313;P42766;P61313;TRUE;TRUE;both;yes
P42766-P61353;P42766;P61353;TRUE;TRUE;both;yes
P42766-P61513;P42766;P61513;TRUE;TRUE;both;yes
P42766-P62081;P42766;P62081;TRUE;TRUE;both;yes
P42766-P62241;P42766;P62241;TRUE;TRUE;both;yes
P42766-P62244;P42766;P62244;TRUE;TRUE;both;yes
P42766-P62249;P42766;P62249;TRUE;TRUE;both;yes
P42766-P62263;P42766;P62263;TRUE;TRUE;both;yes
P42766-P62266;P42766;P62266;TRUE;TRUE;both;yes
P42766-P62269;P42766;P62269;TRUE;TRUE;both;yes
P42766-P62273;P42766;P62273;TRUE;TRUE;both;yes
P42766-P62277;P42766;P62277;TRUE;TRUE;both;yes
P42766-P62280;P42766;P62280;TRUE;TRUE;both;yes
P42766-P62424;P42766;P62424;TRUE;TRUE;both;yes
P42766-P62701;P42766;P62701;TRUE;TRUE;both;yes
P42766-P62750;P42766;P62750;TRUE;TRUE;both;yes
P42766-P62753;P42766;P62753;TRUE;TRUE;both;yes
P42766-P62829;P42766;P62829;TRUE;TRUE;both;yes
P42766-P62841;P42766;P62841;TRUE;TRUE;both;yes
P42766-P62847;P42766;P62847;TRUE;TRUE;both;yes
P42766-P62851;P42766;P62851;TRUE;TRUE;both;yes
P42766-P62857;P42766;P62857;TRUE;TRUE;both;yes
P42766-P62861;P42766;P62861;TRUE;TRUE;both;yes
P42766-P62888;P42766;P62888;TRUE;TRUE;both;yes
P42766-P62899;P42766;P62899;TRUE;TRUE;both;yes
P42766-P62906;P42766;P62906;TRUE;TRUE;both;yes
P42766-P62910;P42766;P62910;TRUE;TRUE;both;yes
P42766-P62913;P42766;P62913;TRUE;TRUE;both;yes
P42766-P62917;P42766;P62917;TRUE;TRUE;both;yes
P42766-P63173;P42766;P63173;TRUE;TRUE;both;yes
P42766-P63220;P42766;P63220;TRUE;TRUE;both;yes
P42766-P83731;P42766;P83731;TRUE;TRUE;both;yes
P42766-P84098;P42766;P84098;TRUE;TRUE;both;yes
P42766-Q02543;P42766;Q02543;TRUE;TRUE;both;yes
P42766-Q02878;P42766;Q02878;TRUE;TRUE;both;yes
P42766-Q07020;P42766;Q07020;TRUE;TRUE;both;yes
P42766-Q9Y3U8;P42766;Q9Y3U8;TRUE;TRUE;both;yes
P46776-P46777;P46776;P46777;TRUE;TRUE;both;yes
P46776-P46778;P46776;P46778;TRUE;TRUE;both;yes
P46776-P46779;P46776;P46779;TRUE;TRUE;both;yes
P46776-P46781;P46776;P46781;TRUE;TRUE;both;yes
P46776-P46782;P46776;P46782;TRUE;TRUE;both;yes
P46776-P46783;P46776;P46783;TRUE;TRUE;both;yes
P46776-P47914;P46776;P47914;TRUE;TRUE;both;yes
P46776-P49207;P46776;P49207;TRUE;TRUE;both;yes
P46776-P50914;P46776;P50914;TRUE;TRUE;both;yes
P46776-P60866;P46776;P60866;TRUE;TRUE;both;yes
P46776-P61247;P46776;P61247;TRUE;TRUE;both;yes
P46776-P61254;P46776;P61254;TRUE;TRUE;both;yes
P46776-P61313;P46776;P61313;TRUE;TRUE;both;yes
P46776-P61353;P46776;P61353;TRUE;TRUE;both;yes
P46776-P61513;P46776;P61513;TRUE;TRUE;both;yes
P46776-P62081;P46776;P62081;TRUE;TRUE;both;yes
P46776-P62241;P46776;P62241;TRUE;TRUE;both;yes
P46776-P62244;P46776;P62244;TRUE;TRUE;both;yes
P46776-P62249;P46776;P62249;TRUE;TRUE;both;yes
P46776-P62263;P46776;P62263;TRUE;TRUE;both;yes
P46776-P62266;P46776;P62266;TRUE;TRUE;both;yes
P46776-P62269;P46776;P62269;TRUE;TRUE;both;yes
P46776-P62273;P46776;P62273;TRUE;TRUE;both;yes
P46776-P62277;P46776;P62277;TRUE;TRUE;both;yes
